C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_20_170.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_20_170.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_20_170.jpg, 0, 0, 0, 7.729777E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_20_276.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_20_276.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_20_276.jpg, 0, 0, 0, 7.933339E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_20_377.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_20_377.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_20_377.jpg, 0, 0, 0, 7.883469E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_20_487.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_20_487.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_20_487.jpg, 0, 0, 0, 7.864465E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_20_598.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_20_598.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_20_598.jpg, 0, 0, 0, 7.952057E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_20_700.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_20_700.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_20_700.jpg, 0, 0, 0, 7.962567E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_20_806.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_20_806.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_20_806.jpg, 0, 0, 0, 7.888092E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_20_912.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_20_912.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_20_912.jpg, 0, 0, 0, 7.900598E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_21_016.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_21_016.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_21_016.jpg, 0, 0, 0, 8.174352E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_21_121.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_21_121.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_21_121.jpg, 0, 0, 0, 7.8181E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_21_221.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_21_221.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_21_221.jpg, 0, 0, 0, 8.326434E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_21_327.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_21_327.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_21_327.jpg, 0, 0, 0, 7.874666E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_21_428.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_21_428.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_21_428.jpg, 0, 0, 0, 8.011018E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_21_531.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_21_531.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_21_531.jpg, 0, 0, 0, 7.961145E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_21_632.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_21_632.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_21_632.jpg, 0, 0, 0, 8.262561E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_21_735.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_21_735.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_21_735.jpg, 0, 0, 0, 7.732301E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_21_841.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_21_841.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_21_841.jpg, 0, 0, 0, 7.984608E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_21_949.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_21_949.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_21_949.jpg, 0, 0, 0, 7.860114E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_22_055.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_22_055.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_22_055.jpg, 0, 0, 0, 7.819883E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_22_160.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_22_160.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_22_160.jpg, 0, 0, 0, 8.068598E-05
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_22_266.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_22_266.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_22_266.jpg, 0, 0.185403, 0, 0.1483588
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_22_384.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_22_384.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_22_384.jpg, 0, 0.4928349, 0, 0.5223981
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_22_470.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_22_470.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_22_470.jpg, 0, 0.7974936, 0, 1.313051
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_22_575.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_22_575.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_22_575.jpg, 0, 1, 0, 2.520028
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_22_677.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_22_677.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_22_677.jpg, -0.2284557, 1, 0, 3.69201
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_22_780.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_22_780.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_22_780.jpg, 0, 0.6936793, 0, 4.665178
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_22_901.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_22_901.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_22_901.jpg, 0, 0.3308845, 0, 5.345628
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_23_009.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_23_009.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_23_009.jpg, 0, 0.006729087, 0, 5.496519
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_23_113.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_23_113.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_23_113.jpg, 0, 0, 0, 5.441801
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_23_214.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_23_214.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_23_214.jpg, 0, 0, 0, 5.387199
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_23_316.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_23_316.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_23_316.jpg, 0, 0, 0, 5.333144
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_23_419.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_23_419.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_23_419.jpg, 0, 0, 0, 5.279631
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_23_523.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_23_523.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_23_523.jpg, 0, 0, 0, 5.226655
C:\Users\lives\Documents\self driving car\Data\IMG\center_2020_04_15_01_35_23_626.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\left_2020_04_15_01_35_23_626.jpg, C:\Users\lives\Documents\self driving car\Data\IMG\right_2020_04_15_01_35_23_626.jpg, 0, 0.2529882, 0, 5.360575
